CIDR block,IP Address,IP range (network - broadcast),Subnet Mask,IP Quantity,hostname
10.0.0.0/23,10.0.1.175,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host853
10.0.0.0/23,10.0.1.176,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host854
10.0.0.0/23,10.0.1.177,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host855
10.0.0.0/23,10.0.1.178,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host856
10.0.0.0/23,10.0.1.179,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host857
10.0.0.0/23,10.0.1.18,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host858
10.0.0.0/23,10.0.1.180,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host859
10.0.0.0/23,10.0.1.181,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host860
10.0.0.0/23,10.0.1.182,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host861
10.0.0.0/23,10.0.1.183,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host862
10.0.0.0/23,10.0.1.184,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host863
10.0.0.0/23,10.0.1.185,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host864
10.0.0.0/23,10.0.1.186,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host865
10.0.0.0/23,10.0.1.187,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host866
10.0.0.0/23,10.0.1.188,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host867
10.0.0.0/23,10.0.1.189,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host868
10.0.0.0/23,10.0.1.19,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host869
10.0.0.0/23,10.0.1.190,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host870
10.0.0.0/23,10.0.1.191,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host871
10.0.0.0/23,10.0.1.192,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host872
10.0.0.0/23,10.0.1.193,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host873
10.0.0.0/23,10.0.1.194,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host874
10.0.0.0/23,10.0.1.195,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host875
10.0.0.0/23,10.0.1.196,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host876
10.0.0.0/23,10.0.1.197,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host877
10.0.0.0/23,10.0.1.198,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host878
10.0.0.0/23,10.0.1.199,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host879
10.0.0.0/23,10.0.1.2,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host880
10.0.0.0/23,10.0.1.20,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host881
10.0.0.0/23,10.0.1.200,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host882
10.0.0.0/23,10.0.1.201,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host883
10.0.0.0/23,10.0.1.202,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host884
10.0.0.0/23,10.0.1.203,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host885
10.0.0.0/23,10.0.1.204,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host886
10.0.0.0/23,10.0.1.205,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host887
10.0.0.0/23,10.0.1.206,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host888
10.0.0.0/23,10.0.1.207,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host889
10.0.0.0/23,10.0.1.208,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host890
10.0.0.0/23,10.0.1.209,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host891
10.0.0.0/23,10.0.1.21,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host892
10.0.0.0/23,10.0.1.210,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host893
10.0.0.0/23,10.0.1.211,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host894
10.0.0.0/23,10.0.1.212,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host895
10.0.0.0/23,10.0.1.213,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host896
10.0.0.0/23,10.0.1.214,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host897
10.0.0.0/23,10.0.1.215,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host898
10.0.0.0/23,10.0.1.216,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host899
10.0.0.0/23,10.0.1.217,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host900
10.0.0.0/23,10.0.1.218,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host901
10.0.0.0/23,10.0.1.219,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host902
10.0.0.0/23,10.0.1.22,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host903
10.0.0.0/23,10.0.1.220,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host904
10.0.0.0/23,10.0.1.221,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host905
10.0.0.0/23,10.0.1.222,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host906
10.0.0.0/23,10.0.1.223,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host907
10.0.0.0/23,10.0.1.224,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host908
10.0.0.0/23,10.0.1.225,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host909
10.0.0.0/23,10.0.1.226,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host910
10.0.0.0/23,10.0.1.227,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host911
10.0.0.0/23,10.0.1.228,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host912
10.0.0.0/23,10.0.1.229,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host913
10.0.0.0/23,10.0.1.23,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host914
10.0.0.0/23,10.0.1.230,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host915
10.0.0.0/23,10.0.1.231,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host916
10.0.0.0/23,10.0.1.232,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host917
10.0.0.0/23,10.0.1.233,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host918
10.0.0.0/23,10.0.1.234,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host919
10.0.0.0/23,10.0.1.235,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host920
10.0.0.0/23,10.0.1.236,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host921
10.0.0.0/23,10.0.1.237,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host922
10.0.0.0/23,10.0.1.238,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host923
10.0.0.0/23,10.0.1.239,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host924
10.0.0.0/23,10.0.1.24,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host925
10.0.0.0/23,10.0.1.240,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host926
10.0.0.0/23,10.0.1.241,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host927
10.0.0.0/23,10.0.1.242,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host928
10.0.0.0/23,10.0.1.243,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host929
10.0.0.0/23,10.0.1.244,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host930
10.0.0.0/23,10.0.1.245,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host931
10.0.0.0/23,10.0.1.246,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host932
10.0.0.0/23,10.0.1.247,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host933
10.0.0.0/23,10.0.1.248,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host934
10.0.0.0/23,10.0.1.249,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host935
10.0.0.0/23,10.0.1.25,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host936
10.0.0.0/23,10.0.1.250,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host937
10.0.0.0/23,10.0.1.251,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host938
10.0.0.0/23,10.0.1.252,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host939
10.0.0.0/23,10.0.1.253,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host940
10.0.0.0/23,10.0.1.254,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host941
10.0.0.0/23,10.0.1.255,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host942
10.0.0.0/23,10.0.1.26,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host943
10.0.0.0/23,10.0.1.27,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host944
10.0.0.0/23,10.0.1.28,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host945
10.0.0.0/23,10.0.1.29,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host946
10.0.0.0/23,10.0.1.3,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host947
10.0.0.0/23,10.0.1.30,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host948
10.0.0.0/23,10.0.1.31,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host949
10.0.0.0/23,10.0.1.32,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host950
10.0.0.0/23,10.0.1.33,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host951
10.0.0.0/23,10.0.1.34,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host952
10.0.0.0/23,10.0.1.35,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host953
10.0.0.0/23,10.0.1.36,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host954
10.0.0.0/23,10.0.1.37,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host955
10.0.0.0/23,10.0.1.38,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host956
10.0.0.0/23,10.0.1.39,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host957
10.0.0.0/23,10.0.1.4,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host958
10.0.0.0/23,10.0.1.40,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host959
10.0.0.0/23,10.0.1.41,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host960
10.0.0.0/23,10.0.1.42,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host961
10.0.0.0/23,10.0.1.43,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host962
10.0.0.0/23,10.0.1.44,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host963
10.0.0.0/23,10.0.1.45,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host964
10.0.0.0/23,10.0.1.46,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host965
10.0.0.0/23,10.0.1.47,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host966
10.0.0.0/23,10.0.1.48,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host967
10.0.0.0/23,10.0.1.49,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host968
10.0.0.0/23,10.0.1.5,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host969
10.0.0.0/23,10.0.1.50,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host970
10.0.0.0/23,10.0.1.51,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host971
10.0.0.0/23,10.0.1.52,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host972
10.0.0.0/23,10.0.1.53,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host973
10.0.0.0/23,10.0.1.54,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host974
10.0.0.0/23,10.0.1.55,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host975
10.0.0.0/23,10.0.1.56,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host976
10.0.0.0/23,10.0.1.57,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host977
10.0.0.0/23,10.0.1.58,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host978
10.0.0.0/23,10.0.1.59,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host979
10.0.0.0/23,10.0.1.6,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host980
10.0.0.0/23,10.0.1.60,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host981
10.0.0.0/23,10.0.1.61,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host982
10.0.0.0/23,10.0.1.62,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host983
10.0.0.0/23,10.0.1.63,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host984
10.0.0.0/23,10.0.1.64,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host985
10.0.0.0/23,10.0.1.65,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host986
10.0.0.0/23,10.0.1.66,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host987
10.0.0.0/23,10.0.1.67,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host988
10.0.0.0/23,10.0.1.68,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host989
10.0.0.0/23,10.0.1.69,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host990
10.0.0.0/23,10.0.1.7,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host991
10.0.0.0/23,10.0.1.70,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host992
10.0.0.0/23,10.0.1.71,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host993
10.0.0.0/23,10.0.1.72,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host994
10.0.0.0/23,10.0.1.73,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host995
10.0.0.0/23,10.0.1.74,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host996
10.0.0.0/23,10.0.1.75,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host997
10.0.0.0/23,10.0.1.76,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host998
10.0.0.0/23,10.0.1.77,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host999
10.0.0.0/23,10.0.1.78,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host1000
10.0.0.0/23,10.0.1.79,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host1001
10.0.0.0/23,10.0.1.8,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host1002
10.0.0.0/23,10.0.1.80,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host1003
10.0.0.0/23,10.0.1.81,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host1004
10.0.0.0/23,10.0.1.82,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host1005
10.0.0.0/23,10.0.1.83,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host1006
10.0.0.0/23,10.0.1.84,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host1007
10.0.0.0/23,10.0.1.85,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host1008
10.0.0.0/23,10.0.1.86,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host1009
10.0.0.0/23,10.0.1.87,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host1010
10.0.0.0/23,10.0.1.88,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host1011
10.0.0.0/23,10.0.1.89,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host1012
10.0.0.0/23,10.0.1.9,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host1013
10.0.0.0/23,10.0.1.90,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host1014
10.0.0.0/23,10.0.1.91,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host1015
10.0.0.0/23,10.0.1.92,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host1016
10.0.0.0/23,10.0.1.93,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host1017
10.0.0.0/23,10.0.1.94,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host1018
10.0.0.0/23,10.0.1.95,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host1019
10.0.0.0/23,10.0.1.96,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host1020
10.0.0.0/23,10.0.1.97,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host1021
10.0.0.0/23,10.0.1.98,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host1022
10.0.0.0/23,10.0.1.99,10.0.0.0 - 10.0.1.255,255.255.254.0,512,host1023
192.168.1.0/32,192.168.1.0,192.168.1.0 - 192.168.1.0,255.255.255.255,1,host1024
192.168.1.0/31,192.168.1.0,192.168.1.0 - 192.168.1.1,255.255.255.254,2,host1025
192.168.1.0/31,192.168.1.1,192.168.1.0 - 192.168.1.1,255.255.255.254,2,host1026
192.168.1.0/30,192.168.1.0,192.168.1.0 - 192.168.1.3,255.255.255.252,4,host1027
192.168.1.0/30,192.168.1.1,192.168.1.0 - 192.168.1.3,255.255.255.252,4,host1028
192.168.1.0/30,192.168.1.2,192.168.1.0 - 192.168.1.3,255.255.255.252,4,host1029
192.168.1.0/30,192.168.1.3,192.168.1.0 - 192.168.1.3,255.255.255.252,4,host1030
192.168.1.0/29,192.168.1.0,192.168.1.0 - 192.168.1.7,255.255.255.248,8,host1031
192.168.1.0/29,192.168.1.1,192.168.1.0 - 192.168.1.7,255.255.255.248,8,host1032
192.168.1.0/29,192.168.1.2,192.168.1.0 - 192.168.1.7,255.255.255.248,8,host1033
192.168.1.0/29,192.168.1.3,192.168.1.0 - 192.168.1.7,255.255.255.248,8,host1034
192.168.1.0/29,192.168.1.4,192.168.1.0 - 192.168.1.7,255.255.255.248,8,host1035
192.168.1.0/29,192.168.1.5,192.168.1.0 - 192.168.1.7,255.255.255.248,8,host1036
192.168.1.0/29,192.168.1.6,192.168.1.0 - 192.168.1.7,255.255.255.248,8,host1037
192.168.1.0/29,192.168.1.7,192.168.1.0 - 192.168.1.7,255.255.255.248,8,host1038
192.168.1.0/28,192.168.1.0,192.168.1.0 - 192.168.1.15,255.255.255.240,16,host1039
192.168.1.0/28,192.168.1.1,192.168.1.0 - 192.168.1.15,255.255.255.240,16,host1040
192.168.1.0/28,192.168.1.2,192.168.1.0 - 192.168.1.15,255.255.255.240,16,host1041
192.168.1.0/28,192.168.1.3,192.168.1.0 - 192.168.1.15,255.255.255.240,16,host1042
192.168.1.0/28,192.168.1.4,192.168.1.0 - 192.168.1.15,255.255.255.240,16,host1043
192.168.1.0/28,192.168.1.5,192.168.1.0 - 192.168.1.15,255.255.255.240,16,host1044
192.168.1.0/28,192.168.1.6,192.168.1.0 - 192.168.1.15,255.255.255.240,16,host1045
192.168.1.0/28,192.168.1.7,192.168.1.0 - 192.168.1.15,255.255.255.240,16,host1046
192.168.1.0/28,192.168.1.8,192.168.1.0 - 192.168.1.15,255.255.255.240,16,host1047
192.168.1.0/28,192.168.1.9,192.168.1.0 - 192.168.1.15,255.255.255.240,16,host1048
192.168.1.0/28,192.168.1.10,192.168.1.0 - 192.168.1.15,255.255.255.240,16,host1049
192.168.1.0/28,192.168.1.11,192.168.1.0 - 192.168.1.15,255.255.255.240,16,host1050
192.168.1.0/28,192.168.1.12,192.168.1.0 - 192.168.1.15,255.255.255.240,16,host1051
192.168.1.0/28,192.168.1.13,192.168.1.0 - 192.168.1.15,255.255.255.240,16,host1052
192.168.1.0/28,192.168.1.14,192.168.1.0 - 192.168.1.15,255.255.255.240,16,host1053
192.168.1.0/28,192.168.1.15,192.168.1.0 - 192.168.1.15,255.255.255.240,16,host1054
192.168.1.0/27,192.168.1.0,192.168.1.0 - 192.168.1.31,255.255.255.224,32,host1055
192.168.1.0/27,192.168.1.1,192.168.1.0 - 192.168.1.31,255.255.255.224,32,host1056
192.168.1.0/27,192.168.1.2,192.168.1.0 - 192.168.1.31,255.255.255.224,32,host1057
192.168.1.0/27,192.168.1.3,192.168.1.0 - 192.168.1.31,255.255.255.224,32,host1058
192.168.1.0/27,192.168.1.4,192.168.1.0 - 192.168.1.31,255.255.255.224,32,host1059
192.168.1.0/27,192.168.1.5,192.168.1.0 - 192.168.1.31,255.255.255.224,32,host1060
192.168.1.0/27,192.168.1.6,192.168.1.0 - 192.168.1.31,255.255.255.224,32,host1061
192.168.1.0/27,192.168.1.7,192.168.1.0 - 192.168.1.31,255.255.255.224,32,host1062
192.168.1.0/27,192.168.1.8,192.168.1.0 - 192.168.1.31,255.255.255.224,32,host1063
192.168.1.0/27,192.168.1.9,192.168.1.0 - 192.168.1.31,255.255.255.224,32,host1064
192.168.1.0/27,192.168.1.10,192.168.1.0 - 192.168.1.31,255.255.255.224,32,host1065
192.168.1.0/27,192.168.1.11,192.168.1.0 - 192.168.1.31,255.255.255.224,32,host1066
192.168.1.0/27,192.168.1.12,192.168.1.0 - 192.168.1.31,255.255.255.224,32,host1067
192.168.1.0/27,192.168.1.13,192.168.1.0 - 192.168.1.31,255.255.255.224,32,host1068
192.168.1.0/27,192.168.1.14,192.168.1.0 - 192.168.1.31,255.255.255.224,32,host1069
192.168.1.0/27,192.168.1.15,192.168.1.0 - 192.168.1.31,255.255.255.224,32,host1070
192.168.1.0/27,192.168.1.16,192.168.1.0 - 192.168.1.31,255.255.255.224,32,host1071
192.168.1.0/27,192.168.1.17,192.168.1.0 - 192.168.1.31,255.255.255.224,32,host1072
192.168.1.0/27,192.168.1.18,192.168.1.0 - 192.168.1.31,255.255.255.224,32,host1073
192.168.1.0/27,192.168.1.19,192.168.1.0 - 192.168.1.31,255.255.255.224,32,host1074
192.168.1.0/27,192.168.1.20,192.168.1.0 - 192.168.1.31,255.255.255.224,32,host1075
192.168.1.0/27,192.168.1.21,192.168.1.0 - 192.168.1.31,255.255.255.224,32,host1076
192.168.1.0/27,192.168.1.22,192.168.1.0 - 192.168.1.31,255.255.255.224,32,host1077
192.168.1.0/27,192.168.1.23,192.168.1.0 - 192.168.1.31,255.255.255.224,32,host1078
192.168.1.0/27,192.168.1.24,192.168.1.0 - 192.168.1.31,255.255.255.224,32,host1079
192.168.1.0/27,192.168.1.25,192.168.1.0 - 192.168.1.31,255.255.255.224,32,host1080
192.168.1.0/27,192.168.1.26,192.168.1.0 - 192.168.1.31,255.255.255.224,32,host1081
192.168.1.0/27,192.168.1.27,192.168.1.0 - 192.168.1.31,255.255.255.224,32,host1082
192.168.1.0/27,192.168.1.28,192.168.1.0 - 192.168.1.31,255.255.255.224,32,host1083
192.168.1.0/27,192.168.1.29,192.168.1.0 - 192.168.1.31,255.255.255.224,32,host1084
192.168.1.0/27,192.168.1.30,192.168.1.0 - 192.168.1.31,255.255.255.224,32,host1085
192.168.1.0/27,192.168.1.31,192.168.1.0 - 192.168.1.31,255.255.255.224,32,host1086
192.168.1.0/26,192.168.1.0,192.168.1.0 - 192.168.1.63,255.255.255.192,64,host1087
192.168.1.0/26,192.168.1.1,192.168.1.0 - 192.168.1.63,255.255.255.192,64,host1088
192.168.1.0/26,192.168.1.2,192.168.1.0 - 192.168.1.63,255.255.255.192,64,host1089
192.168.1.0/26,192.168.1.3,192.168.1.0 - 192.168.1.63,255.255.255.192,64,host1090
192.168.1.0/26,192.168.1.4,192.168.1.0 - 192.168.1.63,255.255.255.192,64,host1091
192.168.1.0/26,192.168.1.5,192.168.1.0 - 192.168.1.63,255.255.255.192,64,host1092
192.168.1.0/26,192.168.1.6,192.168.1.0 - 192.168.1.63,255.255.255.192,64,host1093
192.168.1.0/26,192.168.1.7,192.168.1.0 - 192.168.1.63,255.255.255.192,64,host1094
192.168.1.0/26,192.168.1.8,192.168.1.0 - 192.168.1.63,255.255.255.192,64,host1095
192.168.1.0/26,192.168.1.9,192.168.1.0 - 192.168.1.63,255.255.255.192,64,host1096
192.168.1.0/26,192.168.1.10,192.168.1.0 - 192.168.1.63,255.255.255.192,64,host1097
192.168.1.0/26,192.168.1.11,192.168.1.0 - 192.168.1.63,255.255.255.192,64,host1098
192.168.1.0/26,192.168.1.12,192.168.1.0 - 192.168.1.63,255.255.255.192,64,host1099
192.168.1.0/26,192.168.1.13,192.168.1.0 - 192.168.1.63,255.255.255.192,64,host1100
192.168.1.0/26,192.168.1.14,192.168.1.0 - 192.168.1.63,255.255.255.192,64,host1101
192.168.1.0/26,192.168.1.15,192.168.1.0 - 192.168.1.63,255.255.255.192,64,host1102
192.168.1.0/26,192.168.1.16,192.168.1.0 - 192.168.1.63,255.255.255.192,64,host1103
192.168.1.0/26,192.168.1.17,192.168.1.0 - 192.168.1.63,255.255.255.192,64,host1104
192.168.1.0/26,192.168.1.18,192.168.1.0 - 192.168.1.63,255.255.255.192,64,host1105
192.168.1.0/26,192.168.1.19,192.168.1.0 - 192.168.1.63,255.255.255.192,64,host1106
192.168.1.0/26,192.168.1.20,192.168.1.0 - 192.168.1.63,255.255.255.192,64,host1107
192.168.1.0/26,192.168.1.21,192.168.1.0 - 192.168.1.63,255.255.255.192,64,host1108
192.168.1.0/26,192.168.1.22,192.168.1.0 - 192.168.1.63,255.255.255.192,64,host1109
192.168.1.0/26,192.168.1.23,192.168.1.0 - 192.168.1.63,255.255.255.192,64,host1110
192.168.1.0/26,192.168.1.24,192.168.1.0 - 192.168.1.63,255.255.255.192,64,host1111
192.168.1.0/26,192.168.1.25,192.168.1.0 - 192.168.1.63,255.255.255.192,64,host1112
192.168.1.0/26,192.168.1.26,192.168.1.0 - 192.168.1.63,255.255.255.192,64,host1113
192.168.1.0/26,192.168.1.27,192.168.1.0 - 192.168.1.63,255.255.255.192,64,host1114
192.168.1.0/26,192.168.1.28,192.168.1.0 - 192.168.1.63,255.255.255.192,64,host1115
192.168.1.0/26,192.168.1.29,192.168.1.0 - 192.168.1.63,255.255.255.192,64,host1116
192.168.1.0/26,192.168.1.30,192.168.1.0 - 192.168.1.63,255.255.255.192,64,host1117
192.168.1.0/26,192.168.1.31,192.168.1.0 - 192.168.1.63,255.255.255.192,64,host1118
192.168.1.0/26,192.168.1.32,192.168.1.0 - 192.168.1.63,255.255.255.192,64,host1119
192.168.1.0/26,192.168.1.33,192.168.1.0 - 192.168.1.63,255.255.255.192,64,host1120
192.168.1.0/26,192.168.1.34,192.168.1.0 - 192.168.1.63,255.255.255.192,64,host1121
192.168.1.0/26,192.168.1.35,192.168.1.0 - 192.168.1.63,255.255.255.192,64,host1122
192.168.1.0/26,192.168.1.36,192.168.1.0 - 192.168.1.63,255.255.255.192,64,host1123
192.168.1.0/26,192.168.1.37,192.168.1.0 - 192.168.1.63,255.255.255.192,64,host1124
192.168.1.0/26,192.168.1.38,192.168.1.0 - 192.168.1.63,255.255.255.192,64,host1125
192.168.1.0/26,192.168.1.39,192.168.1.0 - 192.168.1.63,255.255.255.192,64,host1126
192.168.1.0/26,192.168.1.40,192.168.1.0 - 192.168.1.63,255.255.255.192,64,host1127
192.168.1.0/26,192.168.1.41,192.168.1.0 - 192.168.1.63,255.255.255.192,64,host1128
192.168.1.0/26,192.168.1.42,192.168.1.0 - 192.168.1.63,255.255.255.192,64,host1129
192.168.1.0/26,192.168.1.43,192.168.1.0 - 192.168.1.63,255.255.255.192,64,host1130
192.168.1.0/26,192.168.1.44,192.168.1.0 - 192.168.1.63,255.255.255.192,64,host1131
192.168.1.0/26,192.168.1.45,192.168.1.0 - 192.168.1.63,255.255.255.192,64,host1132
192.168.1.0/26,192.168.1.46,192.168.1.0 - 192.168.1.63,255.255.255.192,64,host1133
192.168.1.0/26,192.168.1.47,192.168.1.0 - 192.168.1.63,255.255.255.192,64,host1134
